date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,admin1_registry,admin2_registry,year_month,exchange_rate,year,producer_price_index,price_spread,price_scaled,month,month_sin,month_cos,fx_scaled,spread_scaled
2006-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,22.0,23.91,UPPER EAST,BOLGATANGA MUNICIPAL,2006-01,0.90815363,2006,959831.84375,-959809.84375,0.05597095212479827,1,0.49999999999999994,0.8660254037844387,0.0,1.1458833478639185e-05
2006-02-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,24.25,26.36,UPPER EAST,BOLGATANGA MUNICIPAL,2006-02,0.90870828,2006,959831.84375,-959807.59375,0.06202259279182355,2,0.8660254037844386,0.5000000000000001,4.559449278107586e-05,1.380268578099475e-05
2006-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,20.25,22.01,UPPER EAST,BOLGATANGA MUNICIPAL,2006-05,0.91162705,2006,959831.84375,-959811.59375,0.05126412049488972,5,0.49999999999999994,-0.8660254037844387,0.00028552929435803065,9.635837243338052e-06
2006-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,17.67,19.21,UPPER EAST,BOLGATANGA MUNICIPAL,2006-06,0.9145733,2006,959831.84375,-959814.17375,0.0443249058633674,6,1.2246467991473532e-16,-1.0,0.0005277230640439168,6.948219936631084e-06
2006-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,15.5,16.85,UPPER EAST,BOLGATANGA MUNICIPAL,2006-07,0.91625145,2006,959831.84375,-959816.34375,0.03848843464228079,7,-0.4999999999999997,-0.8660254037844388,0.0006656738403182927,4.6877046048221516e-06
2006-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,15.5,16.85,UPPER EAST,BOLGATANGA MUNICIPAL,2006-08,0.91768017,2006,959831.84375,-959816.34375,0.03848843464228079,8,-0.8660254037844385,-0.5000000000000004,0.0007831204530041186,4.6877046048221516e-06
2006-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,16.88,18.35,UPPER EAST,BOLGATANGA MUNICIPAL,2006-09,0.92038793,2006,959831.84375,-959814.96375,0.042200107584722965,9,-1.0,-1.8369701987210297e-16,0.001005709371732888,6.125267350332031e-06
2006-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,16.0,17.39,UPPER EAST,BOLGATANGA MUNICIPAL,2006-10,0.92101198,2006,959831.84375,-959815.84375,0.03983324367939752,10,-0.8660254037844386,0.5000000000000001,0.001057008827642092,5.208560672098628e-06
2006-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,15.13,16.45,UPPER EAST,BOLGATANGA MUNICIPAL,2006-11,0.92112518,2006,959831.84375,-959816.71375,0.037493275954814415,11,-0.5000000000000004,0.8660254037844384,0.0010663143294591254,4.30227111514192e-06
2006-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,17.0,18.48,UPPER EAST,BOLGATANGA MUNICIPAL,2006-12,0.92097612,2006,959831.84375,-959814.84375,0.04252286175363098,12,-2.4492935982947064e-16,1.0,0.0010540609893456288,6.250272806540558e-06
2007-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,17.33,18.84,UPPER EAST,BOLGATANGA MUNICIPAL,2007-01,0.92116407,2007,914165.76875,-914148.4387500001,0.04341043571812802,1,0.49999999999999994,0.8660254037844387,0.0010695112461169415,0.0475774984965196
2007-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,19.0,20.65,UPPER EAST,BOLGATANGA MUNICIPAL,2007-04,0.92553528,2007,914165.76875,-914146.76875,0.0479020979020979,4,0.8660254037844387,-0.4999999999999998,0.0014288425411491529,0.04757923815578413
2007-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,19.63,21.34,UPPER EAST,BOLGATANGA MUNICIPAL,2007-05,0.92557421,2007,914165.76875,-914146.13875,0.04959655728886497,5,0.49999999999999994,-0.8660254037844387,0.0014320427459701551,0.04757989443442878
2007-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,18.5,20.11,UPPER EAST,BOLGATANGA MUNICIPAL,2007-06,0.92637973,2007,914165.76875,-914147.26875,0.046557288864981165,6,1.2246467991473532e-16,-1.0,0.0014982597762144972,0.047578717299716855
2007-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,21.5,23.12,UPPER EAST,BOLGATANGA MUNICIPAL,2007-07,0.927,2007,914165.76875,-914144.26875,0.054626143087681545,7,-0.4999999999999997,-0.8660254037844388,0.0015492485007025936,0.04758184243612018
2007-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,24.0,25.81,UPPER EAST,BOLGATANGA MUNICIPAL,2007-08,0.9298,2007,914165.76875,-914141.76875,0.06135018827326519,8,-0.8660254037844385,-0.5000000000000004,0.0017794199237388258,0.04758444671645623
2007-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,27.25,28.68,UPPER EAST,BOLGATANGA MUNICIPAL,2007-09,0.9354,2007,914165.76875,-914138.51875,0.07009144701452394,9,-1.0,-1.8369701987210297e-16,0.0022397627698112765,0.04758783228089303
2007-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,28.33,29.82,UPPER EAST,BOLGATANGA MUNICIPAL,2007-12,0.9591,2007,914165.76875,-914137.4387500001,0.07299623453469606,12,-2.4492935982947064e-16,1.0,0.004187999457653635,0.04758895732999813
2008-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,31.0,32.63,UPPER EAST,BOLGATANGA MUNICIPAL,2008-01,0.9686,2008,449.01,-418.01,0.0801775147928994,1,0.49999999999999994,0.8660254037844387,0.004968938214383711,0.9994215737116827
2008-02-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,33.5,34.9,UPPER EAST,BOLGATANGA MUNICIPAL,2008-02,0.972,2008,449.01,-415.51,0.08690155997848305,2,0.8660254037844386,0.5000000000000001,0.005248432085213417,0.9994241779920188
2008-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,39.04,39.43,UPPER EAST,BOLGATANGA MUNICIPAL,2008-04,0.9796,2008,449.01,-409.96999999999997,0.10180204410973641,4,0.8660254037844387,-0.4999999999999998,0.005873183090597464,0.9994299490772435
2008-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,54.0,50.31,UPPER EAST,BOLGATANGA MUNICIPAL,2008-06,1.0109,2008,449.01,-395.01,0.14203873050026897,6,1.2246467991473532e-16,-1.0,0.00844617078382387,0.9994455330907743
2008-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,60.0,54.55,UPPER EAST,BOLGATANGA MUNICIPAL,2008-07,1.0387,2008,449.01,-389.01,0.1581764389456697,7,-0.4999999999999997,-0.8660254037844388,0.010731444198255002,0.9994517833635809
2008-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,56.5,49.13,UPPER EAST,BOLGATANGA MUNICIPAL,2008-08,1.0804,2008,449.01,-392.51,0.1487627756858526,8,-0.8660254037844385,-0.5000000000000004,0.014159354319901687,0.9994481373711104
2008-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,38.75,33.7,UPPER EAST,BOLGATANGA MUNICIPAL,2008-09,1.1109,2008,449.01,-410.26,0.10102205486820871,9,-1.0,-1.8369701987210297e-16,0.01666657874940347,0.9994296469807245
2008-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,42.25,36.42,UPPER EAST,BOLGATANGA MUNICIPAL,2008-10,1.138,2008,449.01,-406.76,0.11043571812802581,10,-0.8660254037844386,0.5000000000000001,0.018894309308075535,0.9994332929731949
2008-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,43.4,36.47,UPPER EAST,BOLGATANGA MUNICIPAL,2008-11,1.165,2008,449.01,-405.61,0.11352877891339429,11,-0.5000000000000004,0.8660254037844384,0.021113819458782032,0.9994344909421495
2008-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,44.0,36.07,UPPER EAST,BOLGATANGA MUNICIPAL,2008-12,1.1946,2008,449.01,-405.01,0.11514254975793436,12,-2.4492935982947064e-16,1.0,0.0235470602165936,0.9994351159694301
2009-02-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,51.0,37.14,UPPER EAST,BOLGATANGA MUNICIPAL,2009-02,1.3069,2009,504.695,-453.695,0.13396987627756857,2,0.8660254037844386,0.5000000000000001,0.03277857836193947,0.9993844002141661
2009-03-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,52.5,37.5,UPPER EAST,BOLGATANGA MUNICIPAL,2009-03,1.3535,2009,504.695,-452.195,0.13800430338891875,3,1.0,6.123233995736766e-17,0.03660928847389955,0.9993859627823677
2009-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,51.0,35.17,UPPER EAST,BOLGATANGA MUNICIPAL,2009-05,1.4105,2009,504.695,-453.695,0.13396987627756857,5,0.49999999999999994,-0.8660254037844387,0.04129492101427994,0.9993844002141661
2009-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,65.8,44.46,UPPER EAST,BOLGATANGA MUNICIPAL,2009-06,1.442,2009,504.695,-438.895,0.17377622377622376,6,1.2246467991473532e-16,-1.0,0.04388434952343749,0.9993998175537554
2009-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,44.75,30.65,UPPER EAST,BOLGATANGA MUNICIPAL,2009-09,1.4605,2009,504.695,-459.945,0.11715976331360946,9,-1.0,-1.8369701987210297e-16,0.045405124997069723,0.999377889513326
2009-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,38.0,26.39,UPPER EAST,BOLGATANGA MUNICIPAL,2009-10,1.4541,2009,504.695,-466.695,0.09900484131253362,10,-0.8660254037844386,0.5000000000000001,0.04487901888727262,0.9993708579564187
2009-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,40.0,27.97,UPPER EAST,BOLGATANGA MUNICIPAL,2009-11,1.4413,2009,504.695,-464.695,0.10438407746100054,11,-0.5000000000000004,0.8660254037844384,0.04382680666767845,0.9993729413806874
2009-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,40.0,28.17,UPPER EAST,BOLGATANGA MUNICIPAL,2009-12,1.4354,2009,504.695,-464.695,0.10438407746100054,12,-2.4492935982947064e-16,1.0,0.04334180259770924,0.9993729413806874
2010-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,40.0,28.37,UPPER EAST,BOLGATANGA MUNICIPAL,2010-01,1.4295,2010,512.295,-472.29499999999996,0.10438407746100054,1,0.49999999999999994,0.8660254037844387,0.04285679852774005,0.9993650243684659
2010-03-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,41.5,29.23,UPPER EAST,BOLGATANGA MUNICIPAL,2010-03,1.4271,2010,512.295,-470.79499999999996,0.10841850457235072,3,1.0,6.123233995736766e-17,0.04265950873656614,0.9993665869366676
2010-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,42.0,29.58,UPPER EAST,BOLGATANGA MUNICIPAL,2010-04,1.4222,2010,512.295,-470.29499999999996,0.10976331360946745,4,0.8660254037844387,-0.4999999999999998,0.04225670874625273,0.9993671077927347
2010-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,42.0,29.58,UPPER EAST,BOLGATANGA MUNICIPAL,2010-05,1.4206,2010,512.295,-470.29499999999996,0.10976331360946745,5,0.49999999999999994,-0.8660254037844387,0.04212518221880347,0.9993671077927347
2010-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,42.0,29.37,UPPER EAST,BOLGATANGA MUNICIPAL,2010-06,1.4225,2010,512.295,-470.29499999999996,0.10976331360946745,6,1.2246467991473532e-16,-1.0,0.04228136997014949,0.9993671077927347
2010-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,36.0,25.06,UPPER EAST,BOLGATANGA MUNICIPAL,2010-08,1.4339,2010,512.295,-476.29499999999996,0.09362560516406669,8,-0.8660254037844385,-0.5000000000000004,0.04321849647822555,0.9993608575199282
2010-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,36.0,25.17,UPPER EAST,BOLGATANGA MUNICIPAL,2010-09,1.4332,2010,512.295,-476.29499999999996,0.09362560516406669,9,-1.0,-1.8369701987210297e-16,0.0431609536224665,0.9993608575199282
2010-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,32.4,22.82,UPPER EAST,BOLGATANGA MUNICIPAL,2010-10,1.4304,2010,512.295,-479.895,0.08394298009682624,10,-0.8660254037844386,0.5000000000000001,0.042930782199430265,0.9993571073562444
2011-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,40.4,27.24,UPPER EAST,BOLGATANGA MUNICIPAL,2011-01,1.4644,2011,564.855,-524.455,0.10545992469069392,1,0.49999999999999994,0.8660254037844387,0.04572572090772732,0.9993106886635347
2011-03-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,41.5,27.12,UPPER EAST,BOLGATANGA MUNICIPAL,2011-03,1.5155,2011,564.855,-523.355,0.10841850457235072,3,1.0,6.123233995736766e-17,0.0499263493781385,0.9993118345468825
2011-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,42.0,27.81,UPPER EAST,BOLGATANGA MUNICIPAL,2011-04,1.5177,2011,564.855,-522.855,0.10976331360946745,4,0.8660254037844387,-0.4999999999999998,0.05010719835338126,0.9993123554029498
2011-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,50.0,33.11,UPPER EAST,BOLGATANGA MUNICIPAL,2011-05,1.5066,2011,564.855,-514.855,0.1312802582033351,5,0.49999999999999994,-0.8660254037844387,0.04919473306920191,0.9993206891000251
2011-06-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,57.5,38.08,UPPER EAST,BOLGATANGA MUNICIPAL,2011-06,1.5064,2011,564.855,-507.355,0.15145239376008607,6,1.2246467991473532e-16,-1.0,0.04917829225327075,0.9993285019410333
2011-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,55.75,36.92,UPPER EAST,BOLGATANGA MUNICIPAL,2011-07,1.508,2011,564.855,-509.105,0.1467455621301775,7,-0.4999999999999997,-0.8660254037844388,0.049309818780720036,0.999326678944798
2011-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,60.0,39.22,UPPER EAST,BOLGATANGA MUNICIPAL,2011-08,1.5099,2011,564.855,-504.855,0.1581764389456697,8,-0.8660254037844385,-0.5000000000000004,0.04946600653206605,0.9993311062213693
2011-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,57.5,36.62,UPPER EAST,BOLGATANGA MUNICIPAL,2011-09,1.5228,2011,564.855,-507.355,0.15145239376008607,9,-1.0,-1.8369701987210297e-16,0.050526439159625805,0.9993285019410333
2011-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,53.75,32.84,UPPER EAST,BOLGATANGA MUNICIPAL,2011-10,1.5473,2011,564.855,-511.105,0.1413663259817106,10,-0.8660254037844386,0.5000000000000001,0.05254043911119281,0.9993245955205292
2011-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,50.0,31.06,UPPER EAST,BOLGATANGA MUNICIPAL,2011-11,1.5608,2011,564.855,-514.855,0.1312802582033351,11,-0.5000000000000004,0.8660254037844384,0.053650194186546055,0.9993206891000251
2011-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,68.8,41.95,UPPER EAST,BOLGATANGA MUNICIPAL,2011-12,1.5781,2011,564.855,-496.055,0.18184507799892413,12,-2.4492935982947064e-16,1.0,0.05507232476459133,0.9993402732881521
2012-01-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,67.0,39.11,UPPER EAST,BOLGATANGA MUNICIPAL,2012-01,1.6114,2012,63.480000000000004,3.519999999999996,0.1770037654653039,1,0.49999999999999994,0.8660254037844387,0.057809720617129315,0.9998606866277037
2012-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,70.0,38.89,UPPER EAST,BOLGATANGA MUNICIPAL,2012-04,1.7618,2012,63.480000000000004,6.519999999999996,0.1850726196880043,4,0.8660254037844387,-0.4999999999999998,0.07017321419736104,0.9998638117641069
2012-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,70.0,35.9,UPPER EAST,BOLGATANGA MUNICIPAL,2012-07,1.915,2012,63.480000000000004,6.519999999999996,0.1850726196880043,7,-0.4999999999999997,-0.8660254037844388,0.08276687920062899,0.9998638117641069
2012-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,69.25,35.7,UPPER EAST,BOLGATANGA MUNICIPAL,2012-08,1.9262,2012,63.480000000000004,5.769999999999996,0.1830554061323292,8,-0.8660254037844385,-0.5000000000000004,0.08368756489277389,0.9998630304800061
2012-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,70.0,37.04,UPPER EAST,BOLGATANGA MUNICIPAL,2012-09,1.9091,2012,63.480000000000004,6.519999999999996,0.1850726196880043,9,-1.0,-1.8369701987210297e-16,0.08228187513065978,0.9998638117641069
2012-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,52.5,27.78,UPPER EAST,BOLGATANGA MUNICIPAL,2012-10,1.8927,2012,63.480000000000004,-10.980000000000004,0.13800430338891875,10,-0.8660254037844386,0.5000000000000001,0.08093372822430474,0.9998455818017546
2012-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,53.0,28.19,UPPER EAST,BOLGATANGA MUNICIPAL,2012-11,1.9016,2012,63.480000000000004,-10.480000000000004,0.13934911242603548,11,-0.5000000000000004,0.8660254037844384,0.0816653445332413,0.9998461026578218
2012-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,53.2,28.15,UPPER EAST,BOLGATANGA MUNICIPAL,2012-12,1.8841,2012,63.480000000000004,-10.280000000000001,0.1398870360408822,12,-2.4492935982947064e-16,1.0,0.08022677313926489,0.9998463110002487
2013-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,58.0,29.9,UPPER EAST,BOLGATANGA MUNICIPAL,2013-04,1.9456,2013,77.565,-19.564999999999998,0.1527972027972028,4,0.8660254037844387,-0.4999999999999998,0.08528232403809634,0.9998366387030806
2013-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,55.0,27.64,UPPER EAST,BOLGATANGA MUNICIPAL,2013-05,1.9621,2013,77.565,-22.564999999999998,0.14472834857450242,5,0.49999999999999994,-0.8660254037844387,0.08663869135241696,0.9998335135666774
2013-07-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,50.0,24.51,UPPER EAST,BOLGATANGA MUNICIPAL,2013-07,1.9914,2013,77.565,-27.564999999999998,0.1312802582033351,7,-0.4999999999999997,-0.8660254037844388,0.08904727088633178,0.9998283050060053
2013-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,52.5,24.19,UPPER EAST,BOLGATANGA MUNICIPAL,2013-09,1.9977,2013,77.565,-25.064999999999998,0.13800430338891875,9,-1.0,-1.8369701987210297e-16,0.08956515658816329,0.9998309092863413
2013-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,55.0,25.46,UPPER EAST,BOLGATANGA MUNICIPAL,2013-10,2.0041,2013,77.565,-22.564999999999998,0.14472834857450242,10,-0.8660254037844386,0.5000000000000001,0.0900912626979604,0.9998335135666774
2013-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,55.0,24.66,UPPER EAST,BOLGATANGA MUNICIPAL,2013-11,2.0609,2013,77.565,-22.564999999999998,0.14472834857450242,11,-0.5000000000000004,0.8660254037844384,0.09476045442240962,0.9998335135666774
2013-12-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,56.75,24.71,UPPER EAST,BOLGATANGA MUNICIPAL,2013-12,2.1088,2013,77.565,-20.814999999999998,0.14943518020441096,12,-2.4492935982947064e-16,1.0,0.09869802983792224,0.9998353365629126
2014-02-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,63.5,25.2,UPPER EAST,BOLGATANGA MUNICIPAL,2014-02,2.4414,2014,87.53,-24.03,0.1675901022054868,2,0.8660254037844386,0.5000000000000001,0.12603910673143992,0.9998319874584005
2014-03-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,64.6,25.3,UPPER EAST,BOLGATANGA MUNICIPAL,2014-03,2.5828,2014,87.53,-22.930000000000007,0.1705486820871436,3,1.0,6.123233995736766e-17,0.13766276359476953,0.9998331333417483
2014-04-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,67.5,24.55,UPPER EAST,BOLGATANGA MUNICIPAL,2014-04,2.7399,2014,87.53,-20.03,0.17834857450242064,4,0.8660254037844387,-0.4999999999999998,0.15057702450869503,0.9998361543069382
2014-05-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,76.0,26.21,UPPER EAST,BOLGATANGA MUNICIPAL,2014-05,2.8597,2014,87.53,-11.530000000000001,0.20121032813340506,5,0.49999999999999994,-0.8660254037844387,0.16042507325145938,0.9998450088600807
